OBJECTID,id,name,lat,lon,_ACSTOTPOP,_ACSIPOVBAS,_ACSTOTHH,_ACSEDUCBAS,_PRE1960,_buff,_stabbr,_statename,_region,_S_P_PM25,_R_P_PM25,_N_P_PM25,_S_P_O3,_R_P_O3,_N_P_O3,_S_P_DIESEL,_R_P_DIESEL,_N_P_DIESEL,_S_P_CANCER,_R_P_CANCER,_N_P_CANCER,_S_P_RESP,_R_P_RESP,_N_P_RESP,_S_P_TRAFFIC,_R_P_TRAFFIC,_N_P_TRAFFIC,_S_P_LEAD,_R_P_LEAD,_N_P_LEAD,_S_P_NPL,_R_P_NPL,_N_P_NPL,_S_P_RMP,_R_P_RMP,_N_P_RMP,_S_P_TSDF,_R_P_TSDF,_N_P_TSDF,_S_P_NPDES,_R_P_NPDES,_N_P_NPDES,_RAW_E_PM25,_S_E_PM25_PER,_R_E_PM25_PER,_N_E_PM25_PER,_S_E_PM25,_R_E_PM25,_N_E_PM25,_RAW_E_O3,_S_E_O3_PER,_R_E_O3_PER,_N_E_O3_PER,_S_E_O3,_R_E_O3,_N_E_O3,_RAW_E_DIESEL,_S_E_DIESEL_PER,_R_E_DIESEL_PER,_N_E_DIESEL_PER,_S_E_DIESEL,_R_E_DIESEL,_N_E_DIESEL,_RAW_E_CANCER,_S_E_CANCER_PER,_R_E_CANCER_PER,_N_E_CANCER_PER,_S_E_CANCER,_R_E_CANCER,_N_E_CANCER,_RAW_E_RESP,_S_E_RESP_PER,_R_E_RESP_PER,_N_E_RESP_PER,_S_E_RESP,_R_E_RESP,_N_E_RESP,_RAW_E_TRAFFIC,_S_E_TRAFFIC_PER,_R_E_TRAFFIC_PER,_N_E_TRAFFIC_PER,_S_E_TRAFFIC,_R_E_TRAFFIC,_N_E_TRAFFIC,_RAW_E_LEAD,_S_E_LEAD_PER,_R_E_LEAD_PER,_N_E_LEAD_PER,_S_E_LEAD,_R_E_LEAD,_N_E_LEAD,_RAW_E_NPL,_S_E_NPL_PER,_R_E_NPL_PER,_N_E_NPL_PER,_S_E_NPL,_R_E_NPL,_N_E_NPL,_RAW_E_RMP,_S_E_RMP_PER,_R_E_RMP_PER,_N_E_RMP_PER,_S_E_RMP,_R_E_RMP,_N_E_RMP,_RAW_E_TSDF,_S_E_TSDF_PER,_R_E_TSDF_PER,_N_E_TSDF_PER,_S_E_TSDF,_R_E_TSDF,_N_E_TSDF,_RAW_E_NPDES,_S_E_NPDES_PER,_R_E_NPDES_PER,_N_E_NPDES_PER,_S_E_NPDES,_R_E_NPDES,_N_E_NPDES,_RAW_D_INDEX,_S_D_INDEX_PER,_R_D_INDEX_PER,_N_D_INDEX_PER,_S_D_INDEX,_R_D_INDEX,_N_D_INDEX,_RAW_D_MINOR,_S_D_MINOR_PER,_R_D_MINOR_PER,_N_D_MINOR_PER,_S_D_MINOR,_R_D_MINOR,_N_D_MINOR,_RAW_D_INCOME,_S_D_INCOME_PER,_R_D_INCOME_PER,_N_D_INCOME_PER,_S_D_INCOME,_R_D_INCOME,_N_D_INCOME,_RAW_D_LING,_S_D_LING_PER,_R_D_LING_PER,_N_D_LING_PER,_S_D_LING,_R_D_LING,_N_D_LING,_RAW_D_LESSHS,_S_D_LESSHS_PER,_R_D_LESSHS_PER,_N_D_LESSHS_PER,_S_D_LESSHS,_R_D_LESSHS,_N_D_LESSHS,_RAW_D_UNDER5,_S_D_UNDER5_PER,_R_D_UNDER5_PER,_N_D_UNDER5_PER,_S_D_UNDER5,_R_D_UNDER5,_N_D_UNDER5,_RAW_D_OVER64,_S_D_OVER64_PER,_R_D_OVER64_PER,_N_D_OVER64_PER,_S_D_OVER64,_R_D_OVER64,_N_D_OVER64
547,MI6106486,Facility MI6106486,40.93120419,-85.47277418,2518,2486,904,1491,584,1 miles,MI,Michigan,5,71,71,56,71,71,56,71,72,56,71,72,57,71,72,57,76,77,64,71,70,51,92,90,82,71,72,56,77,76,66,85,81,76,8.79,51,45,64,8.56,8.63,8.3,44.9,65,60,62,44,43.4,43,0.184,24,<50th,<50th,0.338,0.446,0.479,19,14,<50th,<50th,24,26,32,0.24,20,<50th,<50th,0.29,0.34,0.44,310,56,63,57,660,530,750,0.6,74,74,82,0.38,0.38,0.28,1.1,98,98,98,0.15,0.13,0.13,0.11,26,14,18,0.53,0.82,0.74,1.1,68,61,66,1,1.5,4,0.0000067,48,35,45,0.23,0.82,14,36%,73,73,58,29%,28%,36%,25%,68,66,44,25%,25%,39%,46%,74,77,74,33%,31%,33%,1%,69,64,49,2%,2%,4%,14%,76,75,64,10%,10%,13%,7%,68,64,61,6%,6%,6%,9%,20,24,28,16%,15%,15%
548,CO5711266,Facility CO5711266,40.21327195,-104.584707,2759,2758,766,1549,617,1 miles,CO,Colorado,8,97,98,89,96,97,93,99,99,98,98,99,94,99,99,94,98,98,93,99,99,98,99,99,99,99,99,99,99,99,95,94,94,94,8.24,89,88,46,6.53,6.4,8.3,51.8,32,47,91,52.1,49.2,43,1.75,99,95-100th,95-100th,0.463,0.423,0.479,48,96,95-100th,95-100th,27,23,32,0.72,99,95-100th,95-100th,0.34,0.31,0.44,1600,93,94,88,550,460,750,0.81,95,96,93,0.19,0.22,0.28,0.97,99,98,98,0.1,0.11,0.13,8.2,99,99,99,0.63,0.62,0.74,6.2,99,99,92,0.69,0.63,4,0.037,72,75,86,0.46,80,14,77%,98,98,94,29%,26%,36%,90%,98,98,89,31%,24%,39%,65%,95,95,91,28%,29%,33%,19%,97,98,92,3%,2%,4%,48%,99,99,97,9%,8%,13%,7%,65,57,65,6%,7%,6%,7%,24,23,15,13%,13%,15%
549,WI6903247,Facility WI6903247,44.12963182,-86.908061,87,87,36,68,19,1 miles,WI,Wisconsin,5,61,55,41,58,52,39,70,64,49,66,60,47,68,61,49,82,73,59,40,31,17,16,12,8,59,53,38,57,51,37,48,49,34,6.78,18,8,16,7.89,8.63,8.3,40.2,41,16,29,40.5,43.4,43,0.116,7,<50th,<50th,0.301,0.446,0.479,16,1,<50th,<50th,21,26,32,0.18,1,<50th,<50th,0.27,0.34,0.44,0,6,5,4,600,530,750,0.41,62,59,70,0.36,0.38,0.28,0.29,92,91,91,0.12,0.13,0.13,0.19,35,32,36,0.89,0.82,0.74,0.23,36,33,39,1.4,1.5,4,0.0000019,40,32,42,1.9,0.82,14,14%,33,26,15,24%,28%,36%,3%,14,12,6,18%,25%,39%,25%,48,45,41,29%,31%,33%,1%,68,62,48,2%,2%,4%,8%,60,51,44,8%,10%,13%,3%,14,15,16,6%,6%,6%,22%,84,84,84,16%,15%,15%
550,MI9337636,Facility MI9337636,41.72191221,-86.3448464,7316,7186,2626,4226,2272,1 miles,MI,Michigan,5,91,90,80,92,90,80,87,84,74,90,88,75,90,87,73,91,93,86,93,93,92,99,99,99,96,93,90,92,89,85,99,97,96,8.73,48,42,63,8.56,8.63,8.3,45.2,80,71,66,44,43.4,43,0.291,49,<50th,<50th,0.338,0.446,0.479,25,57,<50th,<50th,24,26,32,0.29,55,<50th,<50th,0.29,0.34,0.44,990,80,87,81,660,530,750,0.74,83,84,89,0.38,0.38,0.28,1.8,99,99,99,0.15,0.13,0.13,1.8,93,87,89,0.53,0.82,0.74,2,83,76,77,1,1.5,4,0.55,95,92,94,0.23,0.82,14,72%,92,93,90,29%,28%,36%,77%,91,91,82,25%,25%,39%,67%,90,92,92,33%,31%,33%,1%,66,61,47,2%,2%,4%,22%,91,89,81,10%,10%,13%,8%,76,72,70,6%,6%,6%,11%,26,30,35,16%,15%,15%
551,ID5339786,Facility ID5339786,48.34312877,-116.6795703,197,197,69,145,17,1 miles,ID,Idaho,10,42,28,31,52,38,38,41,48,41,41,42,34,39,39,28,37,31,27,48,43,37,24,42,35,60,59,50,49,57,45,N/A,82,74,9.67,96,97,84,7.38,6.6,8.3,40.3,16,82,30,43.6,35.1,43,0.196,48,<50th,<50th,0.293,0.479,0.479,32,78,50-60th,50-60th,25,31,32,0.52,77,60-70th,70-80th,0.38,0.46,0.44,140,51,45,41,260,500,750,0.2,64,60,51,0.19,0.23,0.28,0.047,89,43,40,0.029,0.13,0.13,0.06,16,12,6,0.5,0.65,0.74,0.1,43,21,18,0.38,1.5,4,0,N/A,41,37,40,31,14,28%,59,55,46,27%,29%,36%,19%,66,44,37,17%,27%,39%,36%,52,64,60,37%,31%,33%,0%,55,47,45,2%,3%,4%,6%,37,41,32,10%,9%,13%,6%,44,54,55,7%,6%,6%,23%,88,86,86,15%,15%,15%
552,MI1868161,Facility MI1868161,46.17677984,-84.98595661,3994,3843,2009,3087,1151,1 miles,MI,Michigan,5,55,58,43,51,53,39,61,67,51,55,59,47,56,61,49,15,13,11,23,26,15,3,2,2,19,29,19,42,49,36,N/A,81,74,6.07,3,3,7,8.56,8.63,8.3,39.6,4,15,27,44,43.4,43,0.0872,6,<50th,<50th,0.338,0.446,0.479,16,4,<50th,<50th,24,26,32,0.18,3,<50th,<50th,0.29,0.34,0.44,870,77,84,79,660,530,750,0.43,64,61,71,0.38,0.38,0.28,0.99,97,98,98,0.15,0.13,0.13,0.74,77,64,69,0.53,0.82,0.74,0.29,43,37,43,1,1.5,4,0,N/A,28,37,0.23,0.82,14,21%,47,49,33,29%,28%,36%,8%,36,35,19,25%,25%,39%,34%,56,61,57,33%,31%,33%,0%,63,59,45,2%,2%,4%,5%,28,30,26,10%,10%,13%,3%,22,20,20,6%,6%,6%,19%,72,74,75,16%,15%,15%
553,CO4838592,Facility CO4838592,39.73153438,-104.798394,15043,15017,5840,10433,4609,1 miles,CO,Colorado,8,87,91,74,86,90,79,92,95,87,89,93,79,89,93,77,93,95,87,95,97,89,98,98,97,96,97,94,94,96,85,94,94,94,7.57,72,69,28,6.53,6.4,8.3,52.6,62,65,93,52.1,49.2,43,1.21,95,95-100th,95-100th,0.463,0.423,0.479,41,92,95-100th,80-90th,27,23,32,0.53,93,95-100th,70-80th,0.34,0.31,0.44,1300,90,92,85,550,460,750,0.75,94,94,90,0.19,0.22,0.28,0.85,99,98,97,0.1,0.11,0.13,3.3,97,98,96,0.63,0.62,0.74,3.2,96,96,85,0.69,0.63,4,0.14,86,84,90,0.46,80,14,53%,86,90,76,29%,26%,36%,63%,87,92,74,31%,24%,39%,42%,78,78,69,28%,29%,33%,9%,90,92,82,3%,2%,4%,24%,90,93,84,9%,8%,13%,6%,58,49,57,6%,7%,6%,9%,36,35,25,13%,13%,15%
554,WI9203286,Facility WI9203286,43.51323197,-90.50474264,474,470,189,330,9,1 miles,WI,Wisconsin,5,5,7,4,5,7,5,13,21,16,5,10,10,6,11,12,29,23,18,66,53,31,1,0,0,19,13,8,1,1,1,N/A,81,74,8.21,51,22,45,7.89,8.63,8.3,40.6,44,16,31,40.5,43.4,43,0.198,31,<50th,<50th,0.301,0.446,0.479,21,47,<50th,<50th,21,26,32,0.25,41,<50th,<50th,0.27,0.34,0.44,85,32,35,32,600,530,750,0.048,8,13,27,0.36,0.38,0.28,0.46,95,94,94,0.12,0.13,0.13,0.34,48,48,52,0.89,0.82,0.74,2.2,77,78,79,1.4,1.5,4,0,N/A,28,37,1.9,0.82,14,7%,8,5,3,24%,28%,36%,10%,53,41,22,18%,25%,39%,4%,1,2,2,29%,31%,33%,0%,62,59,45,2%,2%,4%,1%,7,7,6,8%,10%,13%,6%,54,52,50,6%,6%,6%,10%,24,27,32,16%,15%,15%
555,MI9042391,Facility MI9042391,43.75295047,-87.06055374,9741,9617,4103,6679,2337,1 miles,MI,Michigan,5,60,63,47,59,61,46,56,63,48,59,63,49,58,63,50,52,55,43,35,38,21,4,3,2,11,19,12,22,30,20,21,32,20,7.7,13,17,31,8.56,8.63,8.3,45.8,89,82,70,44,43.4,43,0.223,34,<50th,<50th,0.338,0.446,0.479,22,39,<50th,<50th,24,26,32,0.27,41,<50th,<50th,0.29,0.34,0.44,150,44,46,42,660,530,750,0.53,71,70,78,0.38,0.38,0.28,1.1,98,98,98,0.15,0.13,0.13,1.7,91,85,87,0.53,0.82,0.74,1.5,76,68,71,1,1.5,4,0.0021,77,62,70,0.23,0.82,14,25%,56,58,41,29%,28%,36%,17%,57,55,33,25%,25%,39%,33%,54,59,55,33%,31%,33%,0%,63,59,45,2%,2%,4%,6%,38,39,33,10%,10%,13%,5%,45,41,40,6%,6%,6%,18%,67,69,71,16%,15%,15%
556,ID4954798,Facility ID4954798,43.51556269,-112.3122005,23,22,8,14,2,1 miles,ID,Idaho,10,41,28,31,32,14,19,57,61,52,24,17,15,46,47,35,54,51,41,10,13,17,0,1,1,10,6,5,19,28,21,10,1,3,5.35,5,12,2,7.38,6.6,8.3,44.3,56,94,55,43.6,35.1,43,0.0396,8,<50th,<50th,0.293,0.479,0.479,35,96,60-70th,60-70th,25,31,32,0.21,9,<50th,<50th,0.38,0.46,0.44,22,20,17,16,260,500,750,0.22,67,63,54,0.19,0.23,0.28,0.64,99,96,96,0.029,0.13,0.13,1.1,85,80,78,0.5,0.65,0.74,0.38,78,49,47,0.38,1.5,4,0.27,86,97,92,40,31,14,16%,17,19,20,27%,29%,36%,4%,10,5,10,17%,27%,39%,27%,27,46,45,37%,31%,33%,0%,55,47,45,2%,3%,4%,7%,45,48,38,10%,9%,13%,6%,39,48,50,7%,6%,6%,13%,48,50,48,15%,15%,15%
557,MI8234247,Facility MI8234247,42.42012003,-86.55422636,3756,3609,1226,2324,739,1 miles,MI,Michigan,5,49,52,38,49,51,38,52,59,44,50,55,44,51,57,46,24,23,18,21,24,14,2,1,1,60,66,49,13,20,13,4,5,3,8.45,35,29,53,8.56,8.63,8.3,45,72,65,63,44,43.4,43,0.189,25,<50th,<50th,0.338,0.446,0.479,21,30,<50th,<50th,24,26,32,0.24,24,<50th,<50th,0.29,0.34,0.44,410,61,69,63,660,530,750,0.59,74,74,81,0.38,0.38,0.28,1.1,98,98,98,0.15,0.13,0.13,0.079,15,7,10,0.53,0.82,0.74,1.7,80,72,74,1,1.5,4,0.37,95,92,93,0.23,0.82,14,26%,59,61,43,29%,28%,36%,9%,37,37,19,25%,25%,39%,44%,71,75,71,33%,31%,33%,0%,63,58,45,2%,2%,4%,9%,56,57,48,10%,10%,13%,5%,50,46,45,6%,6%,6%,14%,44,48,53,16%,15%,15%
558,CO1022651,Facility CO1022651,39.78398685,-105.5798332,31,31,19,26,11,1 miles,CO,Colorado,8,64,71,55,62,68,49,65,71,56,66,72,55,66,72,56,52,53,37,19,31,30,26,27,21,67,73,56,64,70,56,34,27,16,4.4,5,9,0,6.53,6.4,8.3,54.2,90,86,94,52.1,49.2,43,0.0576,11,<50th,<50th,0.463,0.423,0.479,12,3,<50th,<50th,27,23,32,0.13,3,<50th,<50th,0.34,0.31,0.44,110,31,36,36,550,460,750,0.46,84,82,74,0.19,0.22,0.28,0.33,94,93,92,0.1,0.11,0.13,0.039,4,6,2,0.63,0.62,0.74,0.039,13,16,5,0.69,0.63,4,0.004,51,63,74,0.46,80,14,29%,58,65,47,29%,26%,36%,18%,34,51,35,31%,24%,39%,39%,74,73,65,28%,29%,33%,0%,46,55,45,3%,2%,4%,6%,51,49,32,9%,8%,13%,6%,51,42,51,6%,7%,6%,14%,61,60,51,13%,13%,15%
559,ID8477950,Facility ID8477950,47.80296358,-117.1612255,424,416,190,275,122,1 miles,ID,Idaho,10,74,70,57,75,71,57,76,71,58,75,71,57,75,71,57,62,61,48,60,54,44,23,42,34,77,72,58,76,71,58,24,8,12,8.22,73,90,45,7.38,6.6,8.3,37.5,2,73,19,43.6,35.1,43,0.0508,10,<50th,<50th,0.293,0.479,0.479,21,37,<50th,<50th,25,31,32,0.34,42,<50th,<50th,0.38,0.46,0.44,140,49,44,40,260,500,750,0.54,92,87,78,0.19,0.23,0.28,0.69,99,96,96,0.029,0.13,0.13,0.021,5,2,0,0.5,0.65,0.74,0.032,14,6,3,0.38,1.5,4,0.12,83,96,90,40,31,14,34%,74,69,56,27%,29%,36%,12%,42,24,25,17%,27%,39%,57%,87,89,84,37%,31%,33%,0%,55,47,45,2%,3%,4%,17%,82,83,72,10%,9%,13%,12%,92,93,93,7%,6%,6%,15%,61,60,59,15%,15%,15%
560,WI60121,Facility WI60121,43.37784046,-88.13614267,911,910,428,681,104,1 miles,WI,Wisconsin,5,40,38,27,42,39,29,30,35,27,40,41,35,38,40,35,6,5,5,61,49,28,4,3,2,6,3,2,27,22,14,15,24,14,8.68,68,39,61,7.89,8.63,8.3,42.9,85,26,44,40.5,43.4,43,0.335,63,<50th,<50th,0.301,0.446,0.479,23,70,<50th,<50th,21,26,32,0.29,70,<50th,<50th,0.27,0.34,0.44,1200,86,89,83,600,530,750,0.22,35,38,54,0.36,0.38,0.28,0.5,95,95,95,0.12,0.13,0.13,2.7,91,93,94,0.89,0.82,0.74,1,59,60,64,1.4,1.5,4,0.0044,82,67,74,1.9,0.82,14,14%,36,28,17,24%,28%,36%,8%,43,34,18,18%,25%,39%,20%,37,36,33,29%,31%,33%,0%,61,59,45,2%,2%,4%,6%,43,38,32,8%,10%,13%,4%,34,34,33,6%,6%,6%,24%,88,88,88,16%,15%,15%
561,MI3843269,Facility MI3843269,42.82294716,-85.78596638,1539,1500,528,1036,311,1 miles,MI,Michigan,5,55,58,43,56,58,43,58,65,49,57,61,48,57,62,49,53,56,44,31,35,19,5,4,3,55,63,46,30,37,26,19,30,18,8.24,24,22,46,8.56,8.63,8.3,43.7,25,36,49,44,43.4,43,0.173,21,<50th,<50th,0.338,0.446,0.479,21,27,<50th,<50th,24,26,32,0.24,23,<50th,<50th,0.29,0.34,0.44,58,30,29,26,660,530,750,0.57,73,72,80,0.38,0.38,0.28,1.5,99,99,99,0.15,0.13,0.13,0.13,31,17,21,0.53,0.82,0.74,1,67,61,65,1,1.5,4,0.0047,81,68,75,0.23,0.82,14,27%,61,62,45,29%,28%,36%,18%,60,57,35,25%,25%,39%,36%,60,65,60,33%,31%,33%,0%,63,58,45,2%,2%,4%,12%,69,68,58,10%,10%,13%,6%,56,52,50,6%,6%,6%,13%,35,40,45,16%,15%,15%
562,MI6225022,Facility MI6225022,42.78333266,-86.80370514,619,603,204,381,53,1 miles,MI,Michigan,5,58,60,45,58,60,45,60,66,50,58,62,49,59,64,51,53,56,44,51,51,30,2,1,1,26,38,26,18,25,17,40,49,34,7.9,17,18,36,8.56,8.63,8.3,43.5,21,33,48,44,43.4,43,0.154,16,<50th,<50th,0.338,0.446,0.479,21,28,<50th,<50th,24,26,32,0.23,17,<50th,<50th,0.29,0.34,0.44,41,26,24,22,660,530,750,0.24,41,41,56,0.38,0.38,0.28,1.7,99,99,99,0.15,0.13,0.13,0.6,73,60,64,0.53,0.82,0.74,1.7,79,71,74,1,1.5,4,0.0000028,46,33,43,0.23,0.82,14,29%,64,65,48,29%,28%,36%,15%,55,52,31,25%,25%,39%,43%,70,74,70,33%,31%,33%,0%,63,58,45,2%,2%,4%,14%,75,74,64,10%,10%,13%,7%,74,70,67,6%,6%,6%,13%,40,45,49,16%,15%,15%
563,CO4128976,Facility CO4128976,39.08226884,-106.6445125,916,868,416,730,370,1 miles,CO,Colorado,8,60,66,52,53,55,37,66,72,56,62,68,53,63,69,54,42,41,27,4,7,10,2,4,3,67,72,56,66,73,57,42,33,23,3.41,0,0,0,6.53,6.4,8.3,50.2,15,37,90,52.1,49.2,43,0.0232,2,<50th,<50th,0.463,0.423,0.479,9.6,0,<50th,<50th,27,23,32,0.1,0,<50th,<50th,0.34,0.31,0.44,190,42,48,47,550,460,750,0.68,91,92,86,0.19,0.22,0.28,0.63,98,97,96,0.1,0.11,0.13,0.022,1,2,0,0.63,0.62,0.74,0.0094,1,2,0,0.69,0.63,4,0.00044,37,54,61,0.46,80,14,21%,42,48,33,29%,26%,36%,23%,45,61,41,31%,24%,39%,19%,42,36,31,28%,29%,33%,0%,46,55,45,3%,2%,4%,16%,81,85,71,9%,8%,13%,4%,25,20,25,6%,7%,6%,11%,48,48,38,13%,13%,15%
564,ID738849,Facility ID738849,42.33211509,-111.6330512,3783,3750,1365,2412,413,1 miles,ID,Idaho,10,71,66,54,71,65,53,56,60,52,71,68,55,71,68,55,48,46,37,48,44,38,23,42,34,37,29,26,49,56,45,85,83,76,6.57,29,56,13,7.38,6.6,8.3,42.4,28,88,41,43.6,35.1,43,0.299,60,<50th,<50th,0.293,0.479,0.479,19,29,<50th,<50th,25,31,32,0.26,31,<50th,<50th,0.38,0.46,0.44,210,62,52,49,260,500,750,0.29,76,71,61,0.19,0.23,0.28,0.29,99,90,91,0.029,0.13,0.13,1.7,93,89,88,0.5,0.65,0.74,0.58,83,55,54,0.38,1.5,4,0.000061,44,59,52,40,31,14,29%,62,58,47,27%,29%,36%,13%,46,26,27,17%,27%,39%,45%,72,78,72,37%,31%,33%,1%,66,54,51,2%,3%,4%,9%,59,62,50,10%,9%,13%,8%,64,71,72,7%,6%,6%,17%,68,67,67,15%,15%,15%
565,WI9022940,Facility WI9022940,43.17784093,-88.92078807,182,178,72,122,8,1 miles,WI,Wisconsin,5,30,29,20,32,31,23,39,42,32,33,36,31,35,38,33,28,22,18,60,48,28,2,1,1,60,55,39,59,54,40,N/A,81,74,8.43,56,28,53,7.89,8.63,8.3,41.4,62,19,36,40.5,43.4,43,0.215,35,<50th,<50th,0.301,0.446,0.479,20,41,<50th,<50th,21,26,32,0.25,35,<50th,<50th,0.27,0.34,0.44,230,50,56,51,600,530,750,0.12,19,24,40,0.36,0.38,0.28,0.6,96,96,96,0.12,0.13,0.13,0.1,17,11,15,0.89,0.82,0.74,0.1,21,16,18,1.4,1.5,4,0,N/A,28,37,1.9,0.82,14,3%,0,0,0,24%,28%,36%,0%,2,2,1,18%,25%,39%,5%,4,5,5,29%,31%,33%,0%,60,58,45,2%,2%,4%,4%,29,25,22,8%,10%,13%,3%,15,15,16,6%,6%,6%,14%,43,46,51,16%,15%,15%
566,MI4114158,Facility MI4114158,42.44235176,-86.38740698,8210,8020,3098,4948,2176,1 miles,MI,Michigan,5,86,85,74,88,87,76,84,81,70,86,84,71,86,84,69,88,91,83,90,90,88,99,99,98,95,92,88,94,91,87,89,85,81,7.83,16,18,34,8.56,8.63,8.3,45,73,65,63,44,43.4,43,0.256,42,<50th,<50th,0.338,0.446,0.479,23,43,<50th,<50th,24,26,32,0.28,44,<50th,<50th,0.29,0.34,0.44,770,74,82,77,660,530,750,0.57,73,73,81,0.38,0.38,0.28,1.2,98,98,98,0.15,0.13,0.13,1.8,93,87,89,0.53,0.82,0.74,3.4,93,87,85,1,1.5,4,0.000089,57,43,54,0.23,0.82,14,64%,89,90,85,29%,28%,36%,62%,87,87,74,25%,25%,39%,66%,90,92,91,33%,31%,33%,1%,69,65,50,2%,2%,4%,18%,86,84,74,10%,10%,13%,9%,86,84,82,6%,6%,6%,11%,27,31,36,16%,15%,15%
567,MI9435326,Facility MI9435326,42.70821252,-85.58338163,8605,8529,3775,5911,2886,1 miles,MI,Michigan,5,76,76,61,76,76,61,76,75,61,76,76,60,76,76,60,84,86,76,80,80,74,95,94,87,78,77,64,80,79,70,24,34,22,8.52,39,32,56,8.56,8.63,8.3,44.9,66,61,62,44,43.4,43,0.276,46,<50th,<50th,0.338,0.446,0.479,24,51,<50th,<50th,24,26,32,0.28,48,<50th,<50th,0.29,0.34,0.44,1100,81,88,82,660,530,750,0.68,79,80,86,0.38,0.38,0.28,1.4,99,99,99,0.15,0.13,0.13,0.85,80,68,72,0.53,0.82,0.74,1.9,82,75,76,1,1.5,4,0.0031,79,65,72,0.23,0.82,14,38%,75,75,61,29%,28%,36%,38%,78,77,57,25%,25%,39%,37%,62,66,62,33%,31%,33%,2%,78,74,59,2%,2%,4%,8%,52,52,44,10%,10%,13%,6%,56,52,50,6%,6%,6%,14%,43,47,52,16%,15%,15%
568,CO8535236,Facility CO8535236,40.3408757,-104.5662076,840,835,305,521,231,1 miles,CO,Colorado,8,92,94,81,90,93,84,95,97,92,91,95,82,93,96,83,94,96,88,97,98,93,98,98,97,99,99,98,98,98,91,85,89,88,8.36,92,91,50,6.53,6.4,8.3,51.7,30,46,91,52.1,49.2,43,1.22,95,95-100th,95-100th,0.463,0.423,0.479,36,86,90-95th,70-80th,27,23,32,0.54,94,95-100th,70-80th,0.34,0.31,0.44,1100,87,90,83,550,460,750,0.7,92,93,87,0.19,0.22,0.28,0.56,98,97,95,0.1,0.11,0.13,7,99,99,99,0.63,0.62,0.74,4.2,98,98,88,0.69,0.63,4,0.0028,49,61,72,0.46,80,14,63%,92,95,84,29%,26%,36%,66%,89,93,76,31%,24%,39%,60%,92,92,88,28%,29%,33%,9%,90,92,82,3%,2%,4%,31%,94,96,91,9%,8%,13%,6%,51,43,51,6%,7%,6%,16%,68,67,60,13%,13%,15%
569,ID4370920,Facility ID4370920,43.03867821,-111.1927289,5,5,2,3,2,1 miles,ID,Idaho,10,47,37,37,39,21,25,61,62,53,29,26,21,51,52,40,55,53,42,2,5,7,0,3,3,9,5,5,31,37,29,15,3,5,5.35,5,12,2,7.38,6.6,8.3,44.3,56,94,55,43.6,35.1,43,0.0396,8,<50th,<50th,0.293,0.479,0.479,35,96,60-70th,60-70th,25,31,32,0.21,9,<50th,<50th,0.38,0.46,0.44,24,22,18,17,260,500,750,0.49,91,85,76,0.19,0.23,0.28,0.42,99,93,94,0.029,0.13,0.13,1.4,90,86,84,0.5,0.65,0.74,0.27,73,44,42,0.38,1.5,4,0.064,81,95,88,40,31,14,7%,1,2,3,27%,29%,36%,0%,1,0,1,17%,27%,39%,15%,9,20,22,37%,31%,33%,0%,55,47,45,2%,3%,4%,5%,32,35,27,10%,9%,13%,6%,42,53,54,7%,6%,6%,18%,72,71,71,15%,15%,15%
570,WI4883249,Facility WI4883249,43.58866759,-88.73238407,5953,5902,2470,4019,1750,1 miles,WI,Wisconsin,5,65,58,43,68,60,45,50,50,38,66,60,48,65,59,48,23,17,14,36,27,15,2,1,1,30,24,16,37,31,21,14,23,14,8.63,65,37,59,7.89,8.63,8.3,42.7,81,24,43,40.5,43.4,43,0.387,73,50-60th,<50th,0.301,0.446,0.479,23,70,<50th,<50th,21,26,32,0.29,69,<50th,<50th,0.27,0.34,0.44,790,78,83,77,600,530,750,0.66,81,78,85,0.36,0.38,0.28,1.7,99,99,99,0.12,0.13,0.13,1.1,71,74,78,0.89,0.82,0.74,1.1,61,63,67,1.4,1.5,4,0.0092,87,72,79,1.9,0.82,14,27%,73,63,45,24%,28%,36%,12%,57,45,25,18%,25%,39%,43%,79,74,70,29%,31%,33%,1%,65,61,46,2%,2%,4%,10%,71,62,52,8%,10%,13%,7%,66,63,61,6%,6%,6%,13%,38,42,46,16%,15%,15%
571,MI5299970,Facility MI5299970,43.30085882,-84.99002041,7345,7315,2742,4637,2186,1 miles,MI,Michigan,5,69,70,54,69,70,54,67,70,54,71,72,57,69,70,55,91,93,85,78,78,70,32,31,23,72,73,57,86,84,78,93,88,85,8.88,55,51,68,8.56,8.63,8.3,44.1,32,41,52,44,43.4,43,0.377,62,<50th,<50th,0.338,0.446,0.479,35,99,90-95th,60-70th,24,26,32,0.32,66,<50th,<50th,0.29,0.34,0.44,1200,83,89,84,660,530,750,0.73,82,83,89,0.38,0.38,0.28,0.76,96,97,97,0.15,0.13,0.13,0.2,49,35,38,0.53,0.82,0.74,3.3,93,86,85,1,1.5,4,0.0063,83,70,77,0.23,0.82,14,35%,71,72,57,29%,28%,36%,25%,68,66,44,25%,25%,39%,44%,72,75,71,33%,31%,33%,1%,68,63,48,2%,2%,4%,9%,54,55,46,10%,10%,13%,10%,87,85,83,6%,6%,6%,9%,19,23,27,16%,15%,15%
